248972,19640,-5164,4920,37.14,-9541,32767,-1309,974.83,36.65,177.93
249048,20124,-4952,7252,37.14,-9391,32767,-843,974.16,36.64,183.84
249124,17376,-4628,6400,37.19,-9731,32767,-1315,973.61,36.65,188.45
249201,18236,-4408,7228,37.14,-8997,32767,-1403,972.95,36.66,193.17
249277,17868,-4768,6716,37.19,-9134,32767,-886,972.50,36.66,199.16
249354,16248,-4460,5668,37.19,-8982,32767,-1336,971.82,36.66,203.51
249431,16768,-4252,6656,37.14,-8349,32767,-1070,971.35,36.65,208.30
249506,14876,-4152,5132,37.09,-8479,32767,-945,970.66,36.66,213.26
249590,15032,-4240,5496,37.09,-7782,32767,-753,970.13,36.66,218.36
249666,14832,-4124,6144,37.28,-8259,32767,-209,969.57,36.65,223.59
249743,13208,-4008,4760,37.24,-8243,32767,-815,969.01,36.66,228.16
249820,14064,-4180,6172,37.19,-7628,32767,-779,968.55,36.64,231.72
249895,12420,-3792,4904,37.24,-7341,32767,-331,968.10,36.66,236.50
249972,12236,-3672,3768,37.09,-7001,32767,-94,967.55,36.66,240.57
250049,11708,-3184,3868,37.14,-7077,32767,543,967.03,36.66,244.77
250125,10988,-3480,4044,37.14,-7503,32767,293,966.59,36.66,248.92
250209,11920,-3204,2712,37.14,-6728,32767,181,966.00,36.66,253.66
250285,10520,-3180,3240,37.09,-6766,32767,837,965.60,36.66,258.11
250361,10328,-2928,1592,37.14,-6996,32767,709,965.20,36.67,261.36
250438,11648,-3104,3172,37.14,-6871,32767,849,964.65,36.66,265.67
250514,10704,-3020,3120,37.19,-7055,32767,633,964.30,36.66,269.82
250591,11168,-2556,3284,37.14,-6673,32767,409,963.87,36.67,273.20
250668,10368,-2836,3184,37.14,-6304,32767,714,963.29,36.66,277.79
250750,9388,-2656,2824,37.14,-6609,32767,851,962.90,36.66,282.05
250826,9000,-2568,2640,37.14,-6700,32767,438,962.48,36.66,285.53
250903,9116,-2332,2852,37.28,-6060,32767,271,962.10,36.66,288.95
250980,8540,-2540,1544,37.14,-5568,32767,647,961.70,36.66,292.34
251056,8772,-2284,1628,37.09,-5768,32767,1212,961.26,36.66,295.77
251132,8300,-1984,2056,37.19,-6300,32767,1279,960.87,36.66,299.22
251209,8528,-2072,1460,37.14,-6325,32767,773,960.56,36.67,302.61
251285,8244,-1920,2452,37.19,-6014,32767,647,960.16,36.66,306.07
251369,7760,-1788,1924,37.14,-5935,32767,587,959.71,36.67,309.13
251445,7020,-1752,980,37.19,-5605,32767,507,959.37,36.66,312.63
251522,7556,-1816,1760,37.14,-5582,32767,941,959.01,36.66,315.65
251598,7384,-1676,2332,37.14,-5900,32767,784,958.64,36.67,319.01
251674,6672,-1524,2648,37.19,-5763,32767,195,958.36,36.66,322.04
251751,6244,-1504,1936,37.14,-5088,32767,-14,957.99,36.67,324.67
251827,6108,-1304,1772,37.24,-4584,32767,408,957.66,36.65,328.00
251904,6492,-1504,2016,37.09,-4664,32767,1091,957.37,36.66,330.46
251986,5604,-1456,768,37.09,-4989,32767,1160,957.03,36.66,333.86
252063,6308,-1084,1776,37.19,-5198,32767,1177,956.64,36.67,336.15
252140,4880,-1080,1948,37.14,-5465,32767,873,956.40,36.67,339.42
252216,4680,-1188,1300,37.19,-5116,32767,67,956.16,36.66,341.27
252293,6672,-1060,2204,37.19,-4364,32767,234,955.84,36.67,343.70
252369,5660,-1304,2636,37.05,-4384,32767,1085,955.55,36.67,346.87
252445,4240,-1084,2240,37.19,-5047,32767,845,955.23,36.66,348.73
252522,4792,-880,976,37.14,-5066,32767,312,954.97,36.66,351.32
252605,4964,-880,1476,37.19,-4499,32767,110,954.71,36.66,354.05
252682,4516,-1000,2336,37.09,-4629,32767,237,954.49,36.67,356.18
252758,3444,-784,2824,37.24,-4668,32767,-252,954.22,36.67,358.24
252834,3332,-784,1996,37.19,-4064,32767,-725,954.04,36.68,360.20
252911,3596,-836,1344,37.19,-3003,32767,-713,953.83,36.67,361.89
252987,3396,-624,448,37.14,-2065,32767,205,953.59,36.67,364.08
253064,3552,-576,2052,37.24,-2374,32767,1656,953.34,36.67,365.78
253140,2944,-572,1592,37.14,-3557,32767,2229,953.16,36.67,367.94
253223,2684,-380,1492,37.24,-4645,32767,1584,952.90,36.66,369.90
253300,3004,-448,1188,37.19,-4784,32767,498,952.75,36.67,371.08
253376,2864,-368,1168,37.14,-4171,32767,-286,952.59,36.67,373.21
253453,3148,-376,916,37.24,-3204,32767,-430,952.40,36.67,374.29
253529,2964,-428,1552,37.19,-2700,32767,94,952.14,36.68,375.65
253605,2844,-324,1148,37.09,-2491,32767,632,952.08,36.67,377.71
253682,2596,-324,1520,37.14,-2665,32767,1141,951.93,36.68,379.06
253758,2388,-320,1264,37.19,-3091,32767,1318,951.67,36.67,380.42
253842,2500,-240,1144,37.14,-3453,32767,1156,951.61,36.66,382.45
253918,2436,-220,1408,37.19,-3761,32767,829,951.43,36.67,383.56
253995,2168,-224,1804,37.14,-3890,32767,274,951.27,36.68,384.78
254071,1860,-88,1708,37.14,-3746,32767,-361,951.12,36.67,386.14
254147,1372,-80,1300,37.28,-3292,32767,-961,950.97,36.67,386.95
254224,1536,-172,1520,37.19,-2463,32767,-1288,950.97,36.67,387.83
254300,1580,-168,1076,37.24,-1374,32767,-1018,950.76,36.68,389.21
254376,1712,-80,520,37.05,-492,32767,-213,950.71,36.67,390.57
254459,1860,-12,684,37.24,-136,32767,1238,950.59,36.67,390.30
254536,1800,-40,536,37.14,-657,32767,2476,950.49,36.67,391.65
254612,2232,-8,1068,37.14,-1775,32767,3295,950.39,36.67,392.50
254689,2168,16,992,37.24,-3185,32767,3382,950.29,36.67,394.33
254766,1956,232,1284,37.19,-4493,32767,2805,950.28,36.67,393.99
254841,1548,152,1440,37.14,-5348,32767,1546,950.15,36.67,394.84
254918,1444,168,1420,37.24,-5580,32767,30,950.10,36.68,395.48
254995,1372,252,1432,37.19,-5134,32767,-1462,950.04,36.68,395.82
255078,1044,100,1316,37.14,-3992,32767,-2719,949.91,36.67,396.40
255154,976,100,1084,37.19,-2525,32767,-3329,949.88,36.67,396.84
255230,856,216,876,37.09,-817,32767,-3274,949.83,36.67,397.32
255307,1184,168,752,37.14,767,32767,-2516,949.87,36.67,397.86
255383,1216,132,484,37.24,1944,32767,-1122,949.78,36.68,398.46
255460,1516,100,648,37.19,2470,32767,654,949.80,36.67,398.57
255537,1572,72,420,37.19,2195,32767,2467,949.79,36.68,398.16
255612,1648,160,620,37.24,1312,32767,4040,949.71,36.68,398.54
255695,1840,248,1100,37.09,-219,32767,5151,949.80,36.68,398.64
255772,1896,204,1092,37.24,-1897,30251,5571,949.75,36.68,399.04
255849,1680,384,1720,37.24,-3647,27411,5457,949.74,36.68,398.77
255925,1588,416,2016,37.19,-5230,24910,4849,949.80,36.68,398.20
256002,1308,384,2084,37.14,-6592,23392,3854,949.77,36.68,398.33
256078,1236,392,2196,37.24,-7704,23136,2559,949.83,36.68,398.26
256154,972,504,2084,37.09,-8525,22593,1068,949.81,36.67,397.79
256231,1268,568,2016,37.24,-8948,23000,-542,949.91,36.68,397.32
256314,840,528,1656,37.19,-8778,23629,-2435,949.92,36.68,397.49
256391,880,540,1752,37.14,-8143,24382,-4120,949.93,36.68,396.98
256466,928,432,1412,37.19,-7010,25381,-5628,950.03,36.68,396.03
256543,868,460,1432,37.19,-5429,26753,-6832,950.14,36.68,396.10
256620,1016,404,1336,37.14,-3425,27746,-7585,950.17,36.68,395.25
256696,1188,356,1160,37.24,-1271,28235,-7658,950.22,36.68,394.61
256773,1452,332,1420,37.28,755,28078,-7103,950.30,36.69,394.16
256849,1620,212,1912,37.09,2407,27159,-5932,950.37,36.68,392.98
256932,1600,140,2048,37.28,3389,25427,-4221,950.49,36.68,392.47
257008,1836,-16,2504,37.19,3636,24011,-2540,950.67,36.68,391.38
257085,1620,-100,2996,37.14,3229,22980,-1000,950.75,36.69,390.81
257162,1432,-136,3360,37.19,2321,21918,260,950.83,36.69,389.49
257238,1172,-200,3112,37.09,1082,22241,1216,950.90,36.68,388.78
257314,468,-252,2828,37.14,-201,24354,1644,951.04,36.68,387.86
257391,184,-232,2224,37.24,-1430,28511,1627,951.15,36.69,386.91
257467,460,-180,1724,37.33,-2307,32317,1255,951.29,36.68,385.26
257551,348,-220,892,37.24,-2750,32767,577,951.50,36.69,384.38
257627,1028,-236,864,37.14,-2692,32767,59,951.70,36.68,382.41
257703,1660,-152,552,37.24,-2395,32767,-130,951.86,36.69,381.06
257779,2132,-200,1216,37.14,-2150,32767,123,952.06,36.69,379.47
257856,2284,-364,1620,37.14,-2244,32767,505,952.20,36.68,377.85
257933,2044,-320,2220,37.19,-2661,32767,774,952.41,36.70,376.36
258009,1536,-292,2032,37.19,-3229,32767,579,952.53,36.70,374.57
258085,884,-492,1508,37.24,-3639,32767,12,952.73,36.62,372.78
